,review_text,date
138," абхазию - не сейчас!!! майские праздники абхазии, первый раз, надолго последний!!!бедная страна, непонятными амбициями относительно гостей, ждут нетерпением, обмануть, нагрузить, штрафануть. такое чувство, испытывал протяжении дня (утром заехали, вечером уехали), кроме природы смотреть нечего!!! инфраструктуры нет! живут туризме, самое противное это отношение именно гостю, везде платить не местный! это государственная политика! (гаишники местные это что-то, не местные гос.номера прямо кидаются, абхазы гордо нарушают...) ",08 мая 2017
139, очень нужен адрес здравствуйте. нам очень хочется побывать абхазии детьми не разочероваться поездке. адресок телефон брони. спасибо ,27 апреля 2017
140," гагры, ул.демерджипа, 57 отзывы! всем привет! ребят, впервые едем дочкой абхазию,забронировали номер гостевом доме г.гагры, ул. демерджипа,57. не нашла инете одного отзыва гостевом доме! может,кто отдыхал? отзовитесь!!! дозвониться туда не могу-номер не доступен! ",13 апреля 2017
141," пока ехали сухум границы 3 раза штрафовали общей сумме 2100. заехали сочи остановили стали выманивать 10000 рублей, развод полной . доказывали водителю либо выпил либо пил вчера ( хотя вообще не пили). россии отдыхающих ещё круче деньги разводят. ",09 апреля 2017
142," всем добрый день! ребята, собрались семьей абхазию, т.к. едем первый не знаем лучше. подскажите пожалуйста, хотим тихий спокойный отдых, моречко чистое спокойное, пляж чистый. кого-то данные хороших гостиниц гостевых домов, вышел сразу пляжик. будем очень благодарны вашу помощь! ",07 апреля 2017
143, первый едем абхазию. подскажите отдохнуть? ,13 марта 2017
144," куда? добрый день! уважаемые путешественники, хочу посетить впервые абхазию марте сего года. посоветуйте, пожалуйста, - город/курорт направиться, - так, море посмотреть, активно попутешествовать? ",23 февраля 2017
145," чисто спокойно вкусно ......нет ветра часто бываю ахазии ,и сколько не жалею .каждый приезжая туда нахожу новое.мне нравится климат.воздух теплый мягкий .нет жары. .вода чистая прозрачная.дно каменистое .и видно глубине 2 х метров(вода прозрачная) пицунде не бывает волн .наверно бухте. .вино домашнее каждом углу продают ...но знать толк нем !!!!народ гостеприимный ,я знаю подводные кам места бархантые ...там золотой песок дно не каменистое ,новичкам предстоит найти места .но оно стоит .конечно тихо мирно ...тем любит напиться подратся ресторанах наверно пицунда не место ....лучше гагра ",16 февраля 2017
146," понравилось! просто шоке того, люди пишут неповезло! остались потрясающие впечатления абхазии! гудауте,жили частном секторе,замечательная хозяйка, пляж пяти минутах дома. море чистое прозрачное,прикрепляю фото. почему кто-то пишет оно ужасное...может города зависит. питались кафе местной кухней, нереально вкусные вареники сыром мёдом остальное,цены смешные,все меню 200?,мы удивились. ели каждый день,никаких отравлений,все вкусное свежее. очень доброжелательные работники кафе, улыбались помогали выбором. все,что увидели абхазии это море,горы,гостеприимство улыбки! всем добра! ",01 февраля 2017
147," абхазия москвичей!!! абхазия самом деле - страна души! страну не ехали москвичи ! идиоты, не все. цены подняли все. проживание, питание, фрукты. третий еду абхазию, идиоты будут туда приезжать, не поеду. дороге - дебил , 100 процентов московскими номерами. ехали турцию, египет, эмираты, сочи, не гадьте другим абхазии! дайте другим россиянам - нормально отдохнуть! ",23 января 2017
148," ужасно переехали границу. сначала поехали искать жильё. первом жилье заверели отличные удобства комнате итоге - одна розетка 6 комнат( среднем 3 человека комнате) ещё комнаты чердаке, туалет внизу. поехали искать другое жильё. нашли правда не очень. что-то. отравились(нас 7 человек) сначала подумали из-за коктейля. отравились из-за воды вся канализация стекала море, вода практически не очищается. море ужасное, всё время подрезают своих ведрах, отношение хамское, остановили гайцы, потребовали денег, показали регистратор зафиксировали нарушения нет, сказали покажи, начал показывать, гайцов начал тянуться регистратором сорвать - дал газам самым ударив его. ездили экскурсии. попался хороший гид. вообщем не советую ",03 января 2017
149," абхазию ехать опасно жизни! друзья с. приморское, рядом новым афоном. хозяйский дом совершено вооруженное нападение бандитов масках автоматами. хозяев избили, ограбили. отдыхающих держали прицелом автоматов, ограбили. приехала милиция, никаких русских представителей не было. замяли, оправдывая бандитов, народ бедный. русские приехала богатые. грабеж воровство здрасьте, каждом доме оружие.кроме продавцов сувениров никто не работает. люди, абхазию ехать просто опасно!!! ",20 декабря 2016
150," ужасно!!! пять лет семьёй ездили отдыхать абхазию! болели страной считали дни отпуска, встретили году отбило всё желание любовь! ужас, отношение скотское , цены бешеные, полный пофигизм тотальное хамство. мало сервиса никакого(всегда закрывали глаза это) отношение такое, это - абхазы, приехали отдать. ленивые, дерзкие, невоспитанные. не поеду других буду отговаривать. отдых никому не посоветуешь! ",30 ноября 2016
151," снова абхазию! собираюсь сентябре очамчиру источнику подлечить суставы. попытаюсь меньше контактировать армянами. прошлый достали. прошел год снова потянуло абхазию, поближе грузии получше отдохнуть. поделится опытом! ",26 ноября 2016
152," отстой абхазы мв большей своей частью безграмотные, высокомерным,ленивые жадные.культуры никакой общении всем остальном. деньги дерут все, менее приличного жилья нет, курятники сдают цене пятизвездочного отеля.постоянно сигналят, любому поводу.пристают женщинам такое чувство женщин не видели. везде грязь антисанитария, русским относятся презрительно, правда пытаются это скрывать пока денег не получат проживание. вся инфраструктура раздолбана, обшарпаные здания стекол какого-либонамека ремонт. не коем случае не ездите, не кормите этих бездельников. денег потратили больше, ездили пятизвездочный отель таиланде. грязного моря одни негативные впечатления. абхазия отстой! ",01 ноября 2016
153," абхазия не постояльцев 5 звездночных отелей. езжу абхазию постоянно, чистым воздухом морем, прекрасной природой очень нравиться местная кухня (особенно хачапури лодочка).если не очень нужен 5 зведночный сервис необходимо побывать абхазии ( хотя египте нарвался безобразное отношение отдыхающим).природа, море, чистый воздух лихвой компенсируют неудобства инфраструктуры связанные послевоенным востановлением.и будете относиться местному населению высокомерия увидите какие радушные люди. 4 года разу не попались подлые люди ( хотя наверняка каждой стране). гаишники останавливали 2 раза, проверили документы все.владимир ",12 октября 2016
154, абхазия 2016. не рекомендую. отдыхаем сегодня последний день. 23.09 8. 10. полный отстой. местное население хамы. цены заоблачные. москвичи шоке. достопримечательности разрушенном состоянии. коровы жрут помоек. свиньи прям трасе обочине жрут траву!! цены магазине балды. сегодня 70. завтра 100. это яйца. молоко долгого хранения 80. сигареты 150 200р. дорого. не гостеприимно. гаи хотели оштрафовать. не сразу придумали что. просто не стала молчать. отпустил. абхазы ненавидят армян. вместе ненавидят русских. отстойный народ. природа море прекрасное. готовы переплатить сюда. ,07 октября 2016
155," - марина добрый день! собираемся ехать абхазию конце октября. не знаю каком городе остановиться, посмотреть. посоветуйте. контакт людей, останавливались. спасибо. ",02 октября 2016
156," ужас! полность согласна предыдущим отзывом.прежде ехать,очень хорохо подумайте! ",01 октября 2016
157," абхазия бодрит да, не страшно ехать угодно.куча впечатлений, жестко прикольно, природа. палить годноту не буду, стоит запомнить:1. фрукты, мясо, овощи - перепродаются, куплены россии, своих нет.2. вино, чача - исключительно заводские, остальное опасно жизни (максимка т.п.)3. транспорт братски (как хорошему плохому), 150кмч легковых.4. крупные города не подойдут вписки, выхватить колорит самое оно.годные вписки, места, маршруты не палю.будьте бдительны, аккуратны, не бычте, косите идиотов, собираетесь крупные города, не стоит проводить весь отпуск.общее впечатление - лихие 90е, не понимают зарабатывать, это т.к. такие места, невозможно представить, 2016 года найти такие места) ",26 сентября 2016
158," ужасный отпуск абхазии не советую ездить страну, не хотите окунутся эпоху развала ссср, здания ободраные, стены облезлые, асфальта нет, пицунде парке лошадинные ослиные говна, полная антисанитария, везде мухи, дезинфекций не делают, обманывают грубят везде. начиная отеля заканчивая рынком. выставили больший счет проживание номер плесенью. уехали не дожив 3 дня рвотой жены ребенка адлер, 3 дня отдохнули 100 лучше!!! ",23 сентября 2016
159," денег мало, скучновато целом вполне прилично, вести достойно, отношение соответственное. видно, местные люди стараются, год года всё улучшается. молодёжь открывает новые кафе, желающим недорого очень вкусно поесть рекомендую кафе жорсан сухуме ул. аидгилара,15 . кафе малюсенькое, хозяйка молодая женщина нина, готовка исключительно качественная недорогая. посещение кафе стало одним самых приятных эпизодов отдыха абхазии. экскурсий- черниговка окрестностях сухума, красота неописуемая всё новое чистое. ",22 сентября 2016
160," влюблена абхазию пожизненно добрый день! хочу поделиться своим впечатлением абхазии, наслышана друзей страну сентябре решила поехать туда подругой. нами произошла очень неприятная ситуация,но это не смогло испортить впечатление абхазии. уши влюблена природу,море,людей,закаты , сравнить. сочи сравнению гаграми сильно уступают плане отдыха плане природы. везде хорошие плохие люди, просто нужно иметь голову плечах. всем советую страну,там отдохнете душой телом. прав человек,который назвал абхазию - страной души . плане жилья,нам очень повезло хозяйкой,жили частном секторе старых гаграх,если кому-то нужен контакт,то могу написать адрес телефон. мае снова гагры! всем хорошего отдыха приятных впечатлений!!! ",22 сентября 2016
161," достаточно одной поездки ужасную страну люди не ездите грязную страну! кроме грязи, ужасного отношения, разрухи, не получите. обманывают каждом углу стар млад. вообщем впечатления ужасные... ",19 сентября 2016
162," первый последний раз, отдыхали абхазии!!! ездили двумя семьями, числе трое детей, 11, 9 1,8, прокляли свете, туда поехали, первых граница, полный бедлам, лезут очереди, это прошли, месте, жили пицундой, бывшая птицефабрика, кругом грязь, срач, цены просто заоблачные, сахар-70р, помидоры-100р, огурцы-70р,продавцы злые, собаки, обвешивают, грубят, гаи напоминает наши 90-е, первый отдал 2тыс, якобы сплошную, стал возражать, ответили так, спорить мной будешь, давай 2 рубля ехай сюда, второй отдал 3тыс, якобы развернулся сплошную, возражать бесполезно, сказали малоли, не видно, есть, просили 5 сторговался трех, общем смотреть особо нечего, машинах объехали абхазию, запущенно, кругом грязь, рушится, дорогам коровы ходят, спят, цены заоблачные, туда не ногой! ",18 сентября 2016
163, абхазия - страна души! ездили семьёй гагру. начиталась плохих отзывов. дети маленькие очень боялись подцепить ротовирусную инфекцию. жилье стали искать благодаря отзывам форуме. доехали остановки павильон. поднялись улицу ленина. дом нашли сразу адресу ул.колхидская 25. хозяйка лиана очень хорошая добрая. кажется отдызать именно старой гагре. старая гагра очень живописная . красота неописуемая. моря 3 минуты. ищет недорогое спокойное жильё . советую дом лианы. доме чистота порядок. уютный двор дети могут спокойно гулять. номеров немного. тишина благодать. море чистое. инфекцию не подцепили. дети море купались естественно глотали. питались рядом домом теремке. ездили озеро рицу новый афон. также белые скалы. могу точно сказать абхазия страна души. ,17 сентября 2016
164," абхазия - отстой хреновый. 2 минусом. хотя восторженных визгов много, кои поддался. ",10 сентября 2016
165," это просто кашмар сих пор лечимся. врача гаграх своей 2-х летней дочерью, приём берут 500 руб. больница переполнина такими мы.по словам местных городские фикалии сливаются прямо море...врач строго настрого запритила нам купатся море камушки играть. не точто каждого второго, буквально каждого ификционное заболевание! симптомы: рвота, температура,понос. минимум 4-5 дней, условии лечения! касается местного мемналитета (не )гостеприимства : детей не любят, слово вежливость не знакомо, чистоплотность, сердесность, хороший сервис. местные гоньшики: вообще придурки!природа море засрано! живут одним днём, главное сегодня кашелек набить.дёшево-это не абхазию! такое бесплатно не надо!ребята ,если дорожите своим здоровьем хорошим отпуском сюда категорически не советую! ",03 сентября 2016
166," очень довольны!отдыхали пицунде, самшитовой роще) природа европе ",03 сентября 2016
167," приехал отдыхали сухуме. сняли квартиру 1500 сутки 7 дней прямо возле морского порта - заранее созвонились москвы. кондиционер, вся мебель, кухня - полный пакет сносного отдыха. вода была, комнате прохладно. пляж относительно чистый. местные приветливы, инцидентов не было. рестораны вкусные. пообедать троих - 1500 ( порции мяса, хачапури, пицца, попить. рынок: сезон инжира - 100 руб. оливки масле - 350 руб/ кг, 1.5 литра вина - 150 руб ( полусладкое, сухое плохого качества). фирменное бутылках 0.7 - сухое - 190 руб. жарко улице, прохладно квартире ( кондиционер не выключали). заварной кофе, песке, пляжной кафешке - 30 руб. местные приветливы дружелюбны. авто дорогу уступают - видят туриста, переходишь не переходе. ну, че так, сойдет, приятно. сочи намного дороже. геленджике намного скучнее. отдыхали. ",31 августа 2016
168," отдыхали абхазии городе гудаута августе 16 года. 3 дня выезда забронировали мини отель пшандра 10 дней питанием 3х разовым. это время дождь 1 утром 11 утра закончился. море чистое, пляж отеля собственный (в 10 метрах). питание разнообразное. ездили пицунду - лично нам пляж не понравился людей много, лечь некуда. счёт экскурсий: ездили озеро рица. себе.. поо местные водопады вообще молчу. просто горах чаще бываем, море, поэтому местные красоты не сравнятся нашим любимым архызом). то, пишут инфекции - лично жил отеле не подхватили. персонал весь приветливый. ездили машине. ",30 августа 2016
169," отдых абхазии. не такого отвратительного отдыха, жаль потраченного времени пошатнувшегося здоровья. уважаемые соотечественники, давайте научимся уважать себя, сколько использовать наше терпение, никто не желает принимать жалобы, заговор молчания какой-то, устраивает? не нужно ездить абхазию, нужно первую очередь подумать себе. проголосуем рублем, кто-то задумается , примут какие-нибудь меры. красивая природа не спасает впечатление, настроение испорчено. ",30 августа 2016
170," 2014 году новый афон реальный отзыв комнату искали прибытии,в поплатились,на 5 дней никто не заселяет,деньги берут сразу 10 дней,у хозяев 6-7 комнат сдается небольшой территории,что сказывается отдыхающих,ротовирусом заболеть например,плита электрическая одна 6 семей,в магазинах купить нечего,или просрочка,ели основном столовой,все нравилось,пока ребенок не слег ротовируса отравления.медицина отвратная ,подробности писать не буду,как ездили такси больницам,и лечение не помогало,в сухуми лежали грязь, поразило не кормят.от уколов ихних тупых шприцов ребенок орал резаныйвобщем уехали оттуда .приехали сочи ребенок пошел поправку.после поездки желание ездить юг вообще отпало.если решили таки туда поехать,то 1)выбирайте жилье подальше моря2) купайтесь не море 3) детей собой не брать 4) брать побольше полисорба каждый день принимать ",30 августа 2016
171," отдых гаграх. читаю отзывы отдыхе абхазии удивляюсь! пишут грязь,отравления,анти санитарию... сколько написано... равно,едут абхазию,приезжают пишут самое! езжу гагры 2007 года второй день заболели ротовирусом,было неожиданно,потому не столько отзывов,и это происходило каждый год,я не мазохистка,просто готова этому,брала собой лекарства,но отдых это не испортило,а разруха была,по сравнению нынешними днями. время разу не столкнулась хамством,всегда придерживалась правила,как относишься людям,так тебе относятся. поводу кафешек могу сказать,что видите грязь там,то не кушать. найти кафе (столовую),где чисто не дорого... просто хочу сказать,что нужно готовым тому,что не супер-пупер,но едем туда отдыхать,а не выискивать недостатки. этому позитива!!! две недели страну души!!! ",24 августа 2016
172," бедняку некомфортно хочется опровергнуть ложный посыл, бедняк отдохнет. это не так. отдых бюджетный смысле, недорого снять жилье. остальное общих основаниях. бедняку рынке магазине продукты дешевле продадут? нет, цены одинаковы. бедняка экскурсию бесплатно повезут? нет. всех. никакой дешевизны бедняка абхазии нет. не нужно вводить людей заблуждение. ",22 августа 2016
173," абхазии воспользоваться услугой проката автомобилей? номера местные. гаишники не будут приставать. нацелены приезжих фиксируют не нарушения правил, внимательно всматриваются номера. прокатной машине номера местные, поэтому беспричинных остановок избежать. ",21 августа 2016
174," отлично отдохнули гагре году решили остановиться отеле сан марина . всё высшем уровне: уборка каждый день; смена белья дня; шведский стол ; собственный пляж т.д. остались очень довольны. местные жители народ очень дружелюбный гостеприимный. приезжаю не первый раз, хочу сказать, никакого хамства косого взгляда, воровства не встречал. пишут негативного, всё это чушь. касается природы чистоты моря, это отдельный разговор, самые злые языки будут вынуждены замолчать. да недостатки, нет? да разбитой войной временем инфраструктуры, страна встаёт ноги, всё наладится. отдыхаем душой телом!!! счастья тебе процветания, страна моей души, абхазия!!! ",14 августа 2016
175," отдых гаграх давно мечтала побывать абхазии, поехали сыном белгорода экспотур. приехали изнурительной 30-часовой поездки автобусе заселились гостевой домик тимур, шок дикое разочарование! грязное, старое. совершенно не соответствует тому, заявлено интернете. взяли люкс 2500 день. ужас! кстати интернета нет, нужно покупать симки, ползают огромные тараканы пауки, вода электричество периодически пропадают. второй день отравились 6 шесть дней пребывания испорчены. природа шикарная, горы, чистое море, хороший пляж - это замечательно, испорчено отвратительным отелем. люди вовсе неприветливые, заявляют. сервис ужасный. ради знакомства экзотикой абхазии съездить, жилье выбирать как-то не фирмы. мучительная дорога туда оттуда не стоит полученных эмоций. ",14 августа 2016
176," отдых гаграх июле 2016 гагарах, объездили крупные города абхазии. жили квартире (2.т.р 2 взрослых.). понравилось-море замечательное, выбор точек общипита, экскурссии любой вкус множество маршруток. ",11 августа 2016
177," очень хороший отдых абхазии раза. очень бюджетный красивый отдых. пляжи свободные, вкусная еда. единственный минус - воровство везде можно. ",10 августа 2016
178," пицунде просто посмотреть, чистый отличный пляж, море супер. ",10 августа 2016
179," абхазские контрасты абхазия очень красивая, очень запущенная. приехали 2 недели сухум, выдержали неделю отчалили. предпочитаю причёсанный отдых. народ ленивый, мужики ездят геликах , большую часть дня чешут животы сидя улице. магазины закрываются 5 вечера, рестораны 9. поздним вечером пойти некуда. уличное освещение присутствует местечково. страшно. гуляли перцовым баллончиком первые дни =) улицах видели крыс. ездили афон (монастырь, анакопия, ущелье канонита, псцырха, водопад). очень красиво, цены правда кусаются. ездили кындыг горячие источники. запущенная совдепия. ржавые перила, гнилые доски. ветрено - не унесло вместе кабинкой переодевания (жуткая зеленая облупленная ржавая). гагре прогулке. местные мусорят хотят, пдд не соблюдают. общем беспредел. туда не поеду. египта турции - .... трэш... ",05 августа 2016
180," присоединюсь выше сказанному, экскурсиях одна разводя, 6 часов, ездили разливухам. переболел, море гаграх (в районе г.абхазия) очень грязное. приноровились 6 ой день ездили купаться пицунду. цена вопроса двух взрослых двух детей 5 6 лет 78 т. + перелет. вообщем очень двойственное впечатление осталось, природа да.... остальное как-то очень напряг самое главное вода расписанию 7 утра 10 19 22. ",31 июля 2016
181," абхазия ехать ехать . отдыхали ( вернее ) абхазии 15 .07.2016 - 25.07.2016 . природа очень красивая ! это единственное достоинства абхазии . сервиса нет . люди хамы . море новом афоне сухум перемешивается горными речками становится холодным . хваленый новый афон , подходит экскурсий не проживания . цены болие мение житье 3000 сутки . везде дурят . еда не вкусная . отдыхали отель леон . вечером местные развлекались устраивали стрельбу. грязь номерах , кухни короче , везде . пруд афоне не чистят . деньги нужно платить каждом шагу . сухум нашли приличный отель очень хорошей хозяйкой ! номер удобствами уборкой день ( это редкость абхазии ) стоил 1500 сутки . город очень разбит . гагре грустно ! пол отеля ротавирусная инфекция . очередь аптеки оооочень длинные . такая добрая абхазия . гаи везде хотят денег . таможней выезд донецкой область взяли 3000. ",29 июля 2016
182," предел совку абхазии ? всей красоте природы, глядя разруху вокруг -- не покидает ощущение \ ожидание тревоги, какого-то неосознанного напряга. пересечении границы территории рф радуешься ребенок. шутка-ли - прошел испытание выживаемость. - да, криминала каждым годом больше. брат, конструктор-проектировщик автомобилей, свое время подсел абхазию (не моего участия, горд). несколько лет подряд ездил семьей гагры, время останавливался одном том-же гостевом доме. пока машину не ограбили, стекла не побили. чувствую виноватым, страну души ногой. ",25 июля 2016
183," не рекомендую хотела оставить впервые жизни отзыв,может кому-нибудь поможет отдохнуть абхазии оставить приятные впечатления отдыха. году отдыхали абхазии селе алахадзыхь. сразу оговорюсь - это практически полностью армянские село.мы снимали частном секторе улица абовяна 26. приняли очень первый день,до тех пор пока не отдали деньги проживание.постельное белье не поменяли разу 2 недели,полы разу не мылись. кругом селе грязь!!! люди местные постоянно обманывают,только деньги выкачать туристов. вино бадяжат порошком,спиртом красителями! не берите!!!!!!! взять заводское бутылке. цены просто заоблачные!!!персики июле 170 рублей. такси это просто нечто. алахадзыхь гагр минимум 600. хорошем. море чистое,прям прозрачное,воздух чистый,горы. экскурсий правда цены кусаются. человека минимум 1500,если хотите горы примеру. ",20 июля 2016
184," плохо отдыхаем цагандрыпше, море везде отличное, отель очень приличный - парк-отель абхазиюя , гулять негде совершенно, грязь повсюду, цены еду вероломные, еда стоит невероятных , огромных денег. сюда не поедем-наш юг дешевле плане еды кафе, делаешь думаешь сэкономить. ",19 июля 2016
185," нечего делать! нечего! посещали цандрипш ( заманили) гагры. продержались 5 дней. въезжали адлера. автобус границы сочи 80? человека. цандрипш: 400? койка человека/ сутки. удобств вентилятор, общий душ туалет. кроме моря, сомнительных кафе- ничего! гагра 1000? комната. удобств старенький кондиционер, телевизор 3мя каналами. душ туалет этаже. да- дали полотенца! делать нечего! отключали свет воду! посетили новый афон, разруха! везде дай, дай, дай, хамство! грязно! бездомные собаки! дорогах коровы! еда везде отвратительная большие деньги! единственный плюс дьюти фри границе. да, нам плохо 3 дня! убеждена, бедно, чисто! пожалуйста грязно, бангладешь, не такие деньги! ",06 июля 2016
186," 2014-2015 г ездили башкирии не разу никто не остановил, единственный не попали неправильно разметке проехали никто не забрал договорились месте впредь внимательнее... ",29 июня 2016
187," это катастрофа ехали женой отдыхать ложно хваленую абхазию,передотдыхом 3 суток остановились адлере, очень понравилось,все красиво,комфортно,цены приемлимые. приехали гагры ужаснулись,цены выше дорогом сочи, полная антисанитария,все посетили не понравилось,цена не соответствует качеству. жилье дороже,продукты дороже,транспорт дороже. единственный плюс,в гаграх море прозрачней.мы сюда не приедем,посоветую своим друзьям не делать ошибки. абхазия страна души совести,как понял позицию,типо доллар увеличился цены подняли,хотя живут рублях,надеюсь вместе вами задушим экономику,они живут наши деньги,живут особняках классных тачках. думаю пора нам забрать территорию,так абхазы не заслуживают такихисторически прекрасных мест! рынке курят прямо продаже, тварь сигарету положила рядом помидорами которые продавала... не возити детей хаос.. желаю всем прекрасного отдыха русском берегу! ",13 июня 2016
188," поездка авто машине нужно ездить! не пожалеете. не переживайте, внимательнее сплошной серпантинах удачи!!! ",09 июня 2016
189, собираемся августе дорогие люди! собираемся чудную абхазию первый новой истории. пробуем найти соотношение цены-качества частных гостиницах оценить возможность поездки машине москвы. благодарны советы подсказки. ,08 июня 2016
190," отдых сухуме. первый сухуми войны. года назад подругой решили съездить опять. первое впечатление ужасным! того, войны, следа не осталось. дома выбитыми окнами,стены снарядов, кино. прошло 20 лет войны. такое ощущение, война вчера. набережная рассыпается, фонари падают... да ладно. нам повезло хозяевами жильем. море чистое, природа красивая, людей пляже мало.и 2 года подряд сентябре отдыхаем сухуме.в это время приезжают отдыхать приезжают одни те люди. встречаемся родные!!! рады. общаемся договариваемся след.приезде. купили билеты самолет сентябрь года. ждем встречи морем!!! ",31 мая 2016
