,review_text,date
304,"
Страна снов Наверное мне несказанно повезло,подумала я,прочитав предыдущие отзывы.Мы вернулись из Абхазии неделю назад.До сих пор,каждую ночь мне снятся сны,что я там!Я куда-то спускаюсь,куда-то подымаюсь...Не знаю,может это мой врождённый оптимизм,но я была в восторге от этой благословенной земли!  А людей не судите строго,такие везде есть,также как и инфекции.Не стоит путешествовать,особенно с детьми в самые жаркие месяцы.Поезжайте в июне,сентябре,октябре.А в ноябре можно забить багажник вкуснейшими фруктами!
      
      
",11 ноября 2014
305,"
Отвратительно. Август 2014. Гечрипш. Рассадник антисанитарии, безумные цены и безумная наглость, всеобщее желание обмануть, удивительная для живых существ лень и нежелание хоть что-то делать, не менее удивительная уверенность что все на свете им должны. А россияне больше всех. Грязное море, разруха, плохая еда. Если вы мазохисты, то теперь вы знаете куда поехать. 
      
      
",06 ноября 2014
306,"
Ну нет! Так наживаются на туристах только в Абхазии! Смотрят как ходячий кошелек. Ценников - нет, тебе называют любую цену, которая взбредет в голову. Чеков - нет. Продукты далеко не все качественные. В одну сторону цена на маршрутку одна, обратно - другая. Гагры. Ротавирус, о котором местные молчат, а говорят: это у вас акклиматизация. В море часто мусор - палки, ветки, бумаги, прокладки и подгузники.  Уважайте себя, туристы! На Земле столько мест, где можно хорошо отдохнуть! 
      
      
",24 октября 2014
307,"
Не, ребята, не надо с ног на голову. У меня то как раз комплексов неи, не я здесь надрываюсь в информационной войне, а вы. Как раз по причине больших комплексов неполноценности. Там есть и хамы, есть и культурные люди, есть гениальные люди, есть красивые и не очень, как и везде. Но их самостийности надо отдать должеое, они умеют себя уважать и уважают тех кто это понимает. Ко мне там относятся достойно, у меня нет проблем на Украине, Латвии, Испании, Италии... Удивительно, что каждый считает что именно он Гуру, мнение других ничто. А утверждения что здесь негативные рецензии оставляют толерантные и культурные люди не выдерживают никакой критики. Нецензурщина, оскорбления целых этносов, оскорбления соотечественников 
      
      
",22 октября 2014
308,"
Игорю Цитата:  Ну нет денег на восстановление инфраструктуры, ну нет сервиса, ну не умеют и не хотят, ну плохо там, так не надо туда ездить.Вот эти слова надо в граните высечь. Не надо туда ездить. Научитесь уважать себя.
      
      
",22 октября 2014
309,"
snchr В Вашем отзыве надо читать последнюю строчку. А в Абхазию люди ещё едут, потому что, к сожалению, не все дружат с интернетом и не все верят написанному, полагая, что у них-то всё будет по другому - дёшево и в шоколаде. А вообще у Вас очень добротное, многое описывающее и объясняющее повествование. Спасибо.
      
      
",21 октября 2014
310,"
штрафы В России превышение от 20 до 40км , штраф 500р, в Абхазии от 30км, штраф от3000 до 6000р, или лишение прав.Просто в Абхазии легче договориться с дпс, чем в России. 
      
      
",21 октября 2014
311,"
для чувствительной Запах Абхазии
      
      
",16 октября 2014
312,"
абхазия Отпуск
      
      
",11 октября 2014
313,"
отпуск А я уже на полпути в Абхазию. Ночую в Ростове, если ничего не случится в дороге, то завтра ночью буду в Сухуме. 
      
      
",29 сентября 2014
314,"
отпуск Всё, чемодан собран и в машину загружен. Завтра не спеша и в абхазию.Посмотрел по интернету погоду , дней на 10 сухая тёплая .Море 23 градусов.  На парад само собой не успею, так он мне и не нужен, в прошлом году видел.Так что, если в дороге ничего не случится, то 1 октября я в сухуме.? Прости  меня моё родное Подмосковья, но у тебя начинаются дожди, а так хочется ещё немножко  солнышка и конечно не тёплого , в котором водятся разные бактерии, а освежающегося  моря.
      
      
",28 сентября 2014
315,"
Спасибо) Огромное спасибо) В Абхазии будем впервые, любая информация очень ценна для нас. Еще раз спасибо откликнувшимся!)
      
      
",25 сентября 2014
316,"
ленчику Снять на одну две ночи можно, но выйдет дороже, вам это надо.Вам лучше , как вам посоветовали, снять в сухуме дней на пять и проездить ближайшую округу, а потом на обратном пути остановиться где нибудь в пицунде и  обследовать остальное, например рицу, гагры.В сухуме можно остановиться в пансионате айтар, , .Сам я выезжаю29 сентября , в сухум, если позволит погода , то на 2 недели.
      
      
",24 сентября 2014
317,"
Подскажите пожалуйста) Добрый день, собираемся в Абхазию своим ходом на машине в конце октября...если кто то может подсказать где лучше остановиться (мы планируем не сидеть на одном месте, максимум пару дней в каждом городе), и какие места посетить, буду благодарна за информацию.
      
      
",24 сентября 2014
318,"
Все бы ничего, но когда я узнала, что Россия выплачивает пенсии местному населению и оно при этом хамски относится к нам, тут есть о чем задуматься. А что же будет когда отменят эти российские пенсии? По-моему, будет о чем и поволноваться.
      
      
",22 сентября 2014
319,"
о лени Мы в этом году совершили как бы турне по черноморскому побережью: Абхазия -РФ. Я был готов согласится относительно некоторой неторопливости абхазцев латать свое добро, кабы у нас, особенно после олимпиады все выглядело супер. Ага, куда там. Чего только здание вокзала в Головинке стоит. А санатории в Лазаревском? Как в союзе построили так и стоят, ни одного ремонта. И это в стране-то кредиторе... Что хотел сказать: не пойму т-ку зрения некоторых наших типа ""они нам должны"". Не фига, это мы им должны. Обеспечение буферной зоны на границе с Грузией дорого стоит.  
      
      
",19 сентября 2014
320,"
Николаю В Абхазии есть собственные заправки. Местные предпочитают их. Относительно качества роснефти в Абхазии можете сами погуглить, если не лениво. А так - своей машине хозяин барин))
      
      
",19 сентября 2014
321,"
Андрею Я не понял насчёт заправки на Роснефти в Абхазии. Если я заправлюсь у нас в России, то мне не хватит вернутся назад, а других нормальных заправок кроме Роснефти, в Абхазии просто нет.
      
      
",19 сентября 2014
322,"
не верьте абхазам на слово) Андрюша, дремучая безграмотность это ты сам. Про 40% ввозных пошлин это тебе представители малого этноса рассказали?  Срочно отращивай уши, катание бредовой лапши и развешивание ее  на уши российских лохов, это любимый абхазский спорт! Чтоб ты знал, наивный, между Россией и республикой абхазия с 1993 года действует соглашение 01-12номер462, ""Об отмене вывозных таможенных пошлин при перемещении товаров с территориСи РФ на территорию республики Абхазия"".А ввозными таможенными пошлинами, предусмотренными таможенными правилами самой абхазии,  ввозными пошлинами не облагаются товары,ввозимые физическими лицами,  как собственно абсолютное большинство товаров на территорию абхазии и ввозятся, а иные товары, декларируемые как товары для коммерческого использоаания, облагаются ввозными пошлинами в размере от 0.1% до 1% стоимости товара. И весь этот сквозняк, про тяжелую абхазскую долю, это банальное оправдание своей лени и нежелания хоть как нибудь шевелиться!
      
      
",19 сентября 2014
323,"
Дэвид О том и речь что нужно добиваться правды, добиваться правопорядка, ответственности тур фирм и т.д. Вас гложет обида и личные мотивы, это совершенно очевидно. Иначе не вижу смысла оскорблять целый этнос, которому свыше двух тысяч лет. Либо Вы просто выскочка. Посмотрите статистику преступлений в наших благополучных городах, это просто кошмар. Но мне как-то не очень понравятся оскорбления в адрес славян или русского этноса. Если Вас лишили бизнеса, сочувствую. 
      
      
",18 сентября 2014
324,"
Подскажите Мне сказали, что на улицах Абхазии часто какашечкой попахивает, правда ли это? 
      
      
",18 сентября 2014
325,"
А мне понравилось Я была уже несколько раз, мне все понравилось. Единственное что не понравилось, в первый свой приезд подцепила рота вирус, думала акклиматизация. Но я познакомилась с местным парнем, он любил меня в попку, я тоже. То когда  подхватила ротавирус, я не удержалась, полностью его испачкала. Его это только раз раззадорило, он меня отыскал грубо, плюс рота вируса в том что все хорошо смазано! Потом он позвал друзей, меня от трахали пятеро, было больно, но мне понравилось. Они реально дикари, никакого воспитания. Потом я привыкла к кишечной инфекции, но больше не поеду в этом году. Только следующим летом. 

",18 сентября 2014
326,"
""Африканцам"" Можно уточнить: у вас в Африке был ""дикий"" отдых или вы в отеле питались? Кстати на многих форумах уже отмечалось, что любителям Турции/Египта, в Абхазию - только за разочарованием))) Я лично по горкам бегал, изредка спускаясь к морю. Туда ротавирус не долетает)))) P.S. А вас там эбола не смущал? Он, это как бы сказать, э.. пострашней ротавируса будет.
      
      
",18 сентября 2014
327,"
Комментарий по инфекции Про иммунитет - согласен. Про передачу не согласен, в смысле привязки ее конкретно к Абхазии. Все что вы написали может быть применимо к поездке в московском метро и купанием где-нибудь в Серебрянном бору. Что касается моря, то надо учитывать, что это не стационарный водоем и в нем также есть течение. Ясно, что утром оно будет чище, чем днем или вечером. С эпидемиями тоже не соглашусь. В Москве гриппом заболеть тоже высокая вероятность и не меньше, чем ротавирус подхватить. Здесь конечно также важен иммунитет. Для справки ротавирус взрослыми чаще всего переносится бессимптомно. А уж на сколько часто детишки в российских детсадах травятся я уже молчу. Так что привязку частых отравлений к Абхазии считаю считаю вопросом субъективным, а также полагаю что это результат массовой гигиенической безграммотности.  
      
      
",18 сентября 2014
328,"
андрею Если ""отдыхать"" как вы тут описываете, то простите мне мой французский, нахрен такой отдых? Мы в этом году в Африке отдыхали, не имея при этом никаких ограничений. Ели-пили в свое удовольствие, купались как хотели и ныряли и кувыркались. От людей не шарахались, ходили и на шоу и на рынки местные, воду пили местную, в общем ни в чем себе не отказывали. И приехали целые и здоровенькие. А то Африка! А вы в Абхазии предлагаете в ресторан со своими плошками ходить и местного вина не выпить! Это ж как надо свою страну засрать, чтобы стала хуже чем в Африке! И как надо себя не любить, чтобы поехать в такие условия...
      
      
",18 сентября 2014
329,"
Ну все правильно, ротавирус передается не только водным, но и контактным и воздушно-капельным путем. То есть через плохо вымытую посуду, загрязненные предметы, от человека к человеку по воздуху при общении или просто нахождении рядом. Но основной способ передачи конкретно в Абхазии, это все таки море, там почва заражена сильно и течении многих дет из за стоков канализации, поэтому с грунтовыми водами заразу смывает в море, там при теплой погоде вирус оживает и заражает купальщиков. Ну а дальше уже пошло поехало... Главное, что ведь ничем не спастись, никакая кипяченая вода, мытые руки и прочие тонкости не помогут. 
      
      
",18 сентября 2014
330,"
отпуск Ура, Ура, Ура, Подписали отпуск, 29 сентября в  машину и на кавказ и конечно только в абхазию..Жду добрых пожеланий на отдых от  доброжелателей  данного сайта.
      
      
",17 сентября 2014
331,"
Автору отзыва Нам хватило одной ночи  + мутило весь следующий день. Тогда подумали, что акклиматизация. Но и это не устраивает. Решили, что нам этот климат не подходит. Это не отдых! В Крыму всегда бодрячком, а тут такое ...А когда узнали, что это ротавирус и цепляешь его в море из-за стоков канализации - о чем тут вообще говорить. Купаться в ТАКОМ море - себя не уважать.
      
      
",16 сентября 2014
332,"
Да нет, просто люди не осознают всей серьезности этого дела. Вероятно переболели в не особо злой форме, им кажется что два-три дня это фигня, ну подумаешь, полежал денек с температурой, еще пару дней помутило и все дела! Они банально не знают какие процессы запускает этот вирус в организме. Какие осложнения способен  вызывать. Как подрывает иммунитет,  как порой годами потом лечат гастрит или язву, причем осложнения бывает развиваются  в течении долгого времени, люди даже не связывают развившуюся болезнь с перенесенным в отпуске ротавирусом.
      
      
",16 сентября 2014
333,"
Хаджарату-фариду-прочим Не знаю, как вас звать, но это и не важно. Поймите одну простую вещь - здесь большей частью пишут туристы, которые на своём печальном опыте убедились, что Абхазия это большая помойка в красивом обрамлении, что там нет закона, ПДД, медицины, элементарных санитарных норм. Что там могут обокрасть, обмануть. Что там повальные отравления. Что местное население живёт за счёт Российских налогоплательщиков и не желает восстанавливать собственную страну, опираясь на принцип, что лохи и так приедут и заплатят. И вот для того, чтобы предостеречь соотечественников от поездок в Абхазию, здесь и оставляют отзывы. Вы себе льстите. Никому ваша страна не нужна. Раньше туда ездили из-за дешевизны и безлюдных пляжей. Абхазия делает всё возможное, чтобы уменьшить поток туристов. Вам про сук, на котором сидишь, и который рубишь не надо напоминать? При чём тут площадь виноградников? Это второстепенно. 
      
      
",14 сентября 2014
334,"
К теме виноградников Николай, вы абсолютно правы, когда говорили, что вино делают из суррогатов. Проще говоря из порошка. Потом туда добавляют ароматизатор, какой хочешь, будь то виноград или инжир, и вино становится таким ароматным и притягательным, но это все обман. Ну это я говорю про домашнее вино. Хотя я могу сказать, что пробовала настоящее домашнее вино, но оно было не из винограда, вроде как из каких-то ягод. На вкус кисловатое и мутное на вид.Что могу я сказать о чаче. На разлив лучше не брать, купили на вкус и на запах настоящий самогон. Вылили. Лучше брать в стеклянных заводских бутылках.
      
      
",12 сентября 2014
335,"
Таня Да уж, Абхазия мало кого оставляет равнодушным и хочется говорить о ней и говорить. По приезду из Абхазии, пошли в местный лес за грибами... Вот она ПРИРОДА!  Наша ,родная, прекрасная и ненаглядная. Для меня милей места родные и наша средняя полоса дает фору ! Просто дома нам некогда вглядываться в эту красоту и чтобы проникнуться ею , нужен тоже душевный настрой, а на курорте делать конечно нечего, кроме как выискивать вокруг себя прекрасное и восторгаться  . 

",12 сентября 2014
336,"
николаю Ну вы же не всерьез называете виноградниками те отдельные чахлые лозы в количестве одна-две, которые растут у абхазов во дворах и возле сортиров,  чтобы создавать тень или прикрывать убожество изгороди?))) И ЭТО вы реально называете ""много виноградников""??? Да вы с ума мошли! Тогда и у меня на даче тоже виноградники) причем два)))ВИНОГРАДНИКИ - это большие площади, целенаправленно засаженные сортовым виноградом, который специально обрабатывается и культивируется при соблюдении агрометодики и обученным персоналом. В промышленных целях! Вот во Франции виноградники. В Испании виноградники.  Даже в Молдавии виноградники. В Крыму скромнее, но тоже виноградники.  И на Кубани у нас какие-никакие, но есть.  А в Абхазии нету никаких.  Вообще нету! 
      
      
",12 сентября 2014
337,"
И где ж там те виноградники?))) Все правильно Анита написала, там винограда своего практически нет, а винзаводы работают на привозном молдавском виноматериале. А то вино, которое делается на частных подворьях и продается в немытых полторашках из под газировки, делается из всего, что под рукой есть,  винограда, падалицы яблок, персиков, хурмы и пр. Как правило это такая гадость!
      
      
",12 сентября 2014
338,"
Аните А насчёт виноградников это вы приврали немножко, виноградников в абхазии много, только вино они делают только для себя, а продают суррогат. 
      
      
",11 сентября 2014
339,"
Игорь 777 Игорь,наши друзья границу на машине проезжали и их чемоданы тоже не проверяли.Если бы мы знали, то тоже взяли бы машину..(
      
      
",11 сентября 2014
340,"
Аните Анита, мы были в Абхазии в июне 2014 года, в Лдзаа.Приезжали и уезжали на поезде Москва-Сухум. Когда проезжали таможню никто наших чемоданов не проверял, ни абхазские таможенники, ни российские. Мы без проблем вывезли из Абхазии 9 бутылок вина и мед...Вывод: нужно ездить в Абхазию поездами :)
      
      
",11 сентября 2014
341,"
Если до утра в кафешках веселиться, то может оно все лучше и видится.
      
      
",08 сентября 2014
342,"
Мне понравилось Ездила в Абхазию все понравилось ни разу не видела хамского отношения , никто не обворовывал , ротовируса не ощутила на себе , цены адекватные !!!не отрицаю что в некоторых местах видны следы войны но там настолько красивая природа, чистейшее море !много интересных экскурсий , такой красоты мне кажется не найдеш !да кафе там работают в основном до 12 ночи, но есть и те которые до утра кстате там очень весело ! На пляжах много развлечений бананы, таблетки, водные мотоциклы, прогулки к белым скалам на катерах, там даже на барабанах играют и поют сразу настроение поднимается !!!!!вообщем лично мне все очень , очень понравилось !!!!!если ехать отдыхать то поеду только туда !!!
      
      
",08 сентября 2014
343,"
Классика Абхазии! Ваш отдых это просто калька впечатлений среднего российского туриста. Именно так все и бывает, несоблюдение обещаний, обман в рекламе, накладки при заселении. Масса неудобств в быту, недружелюбие местного населения доходящее до откровенного хамства. Дороговизна, опасная окружающая среда и наконец, ну куда же без него, ротавирус во всей своей красе!Спрашивается, да зачем даже один раз туда ехать??? Чтобы испортить себе отдых и подорвать здоровье? Скорее всего, едут люди, не доверяющие отзывам, поверившие зазывалам и певцам про раз земной на абхазской земле. Вот таких людей мне очень и очень жаль. Поверьте, тем, кто под чужими именами пишут тут панегерики, глубоко плевать на вас и ваших детей! Им вас не жаль, не ваш отдых, ни ваши деньги, ни ваше здоровье. Они просто поддерживают свой бизнес!

",08 сентября 2014
344,"
Грабят везде, даже в Европе, Абхазия не исключение, с этим однозначно надо бороться. но называть миллионы своих сограждан отдыхающих в Абхазии голодранцами уж как то черезчур. да и правильно здесь сказали, зачем на форуме о голодранцах нам же голодранцам писать?
      
      
",07 сентября 2014
345,"
Еду в первый раз Здравствуйте! Еду в Абхазию в первый раз, прочитала много отзывов, и очень волнуюсь. Хотела бы узнать, кто-то уже отдыхал в отеле ""Ебучие Рога"" в Гудауте? Какое там обслуживание, питание, пляж? Фотографии на сайте понравились, но хочется узнать мнение тех, кто уже там отдохнул. Спасибо!
      
      
",06 сентября 2014
346,"
Анатолию Был в Абхазии в июле-августе. Уважаемый, не надо писать ""как везде"". Вы что, везде были? Ваша брехня про обеды ресторанного качества по цене рабочей столовой у всех туристов, бывших в Сухуме, вызовет в лучшем случае улыбку, в худшем уверенность в заказной рекламе. А ведь люди могут купиться на ваши зазывания. Радует, что хоть написали правду про воровство и отравления. В Севастополе бываю ежегодно, про ротовирус ни разу не слышал. Вообще то это город-порт, чистой воде там неоткуда взяться, так в Крыму не один Севастополь, есть и другие места.
      
      
",05 сентября 2014
347,"
Еще запомнился водитель такси в Абхазии, очень хороший мужчина, который с нас брал по минимуму, потому что мы б потратили намного больше, ездия то в детскую больницу Сухума, то в инфекционную, то обратно, а вот в Адлерском вокзале - натуральный барыга, содрал с нас по максимуму, 300р, когда мы с больным ребенком на руках до больницы просили довезти, да еще специально вез медленно, типа большое расстояние
      
      
",03 сентября 2014
348,"
Фариду Абсолютно с Вами согласна. Я живу в глубинке России и всё то, что есть в Абхазии негативного, вижу и у себя. Конечно, с этим нужно бороться и у вас и у нас: с хамством, мусором, обманом и т.д. Я сомневаюсь, что те, кто пишет здесь гадости об Абхазии, очень заботятся о своих соотечественниках, тем более, делая это с помощью нецензурных выражений и площадной брани. Скорее всего, нашли место, где можно вылить всю желчь, накопившуюся внутри. Кто ищет информацию, планируя свой отдых, читает всё по теме (и не только здесь) и делает свои выводы. Единодушия не будет никогда, известно, что смотря на одно и то же каждый видит своё. А в Абхазии, действительно, можно увидеть всякое: и красоту, и убожество. А выбор каждый делает САМ.
      
      
",30 августа 2014
349,"
валентине Насчёт транспорта, вы что имеете ввиду, личный или общественный. Если общественный, то вы глубоко ошибаетесь, очень дешево. 
      
      
",30 августа 2014
350,"
Не понимаю смысла во взаимных оскорблениях и бесконечных баталиях. Почему вместо того чтобы писать по теме все скатывается на личности и оскорбления? А мне вот в этом году все понравилось. Тихо, спокойно, уютно, романтично... Проживание очень дешевое, можно ехать вообще дикарем, просто так, жилье найдешь. Море чистое, мест на пляже - улежишься, воздух тоже очень чистый. Да и сами абхазы - нормальные люди, просто живут за счет туризма, но это и хорошо, зато заводы воздух не загрязняют. Безумно красивая природа, куча достопримечательностей, природных и исторических. Кстати, очень-очень вкусное вино и изумительный шашлык, пиво тоже хорошее.Из минусов: в Сухуме и в Новом Афоне совсем не тусово, то есть там лучше семьей с детишками ехать или со своей собственной компанией, иначе скучно будет. И транспорт у них дорогой. 
      
      
",30 августа 2014
351,"
Ольге Заражаются этой инфекцией не только в Абхазии ,но и в Сочи , у нас те же были симптомы что и у вас, мы лечились в больнице Сухума, без результатно, поехали в Сочинскую больницу, там тоже заболевших полно.
      
      
",29 августа 2014
352,"
Ольге я Вот этот мне как-то больше нравится
      
      
",29 августа 2014
353,"
Ольге я Это Вы к чему? Вот переход почти в центре Москвы.
      
      
",29 августа 2014
354,"
Фариду про ГАИ Это пешеходный переход прямо рядом с границей. В прошлом году видели .В этом ещё не были там. Поеду-посмотрю 
      
      
",29 августа 2014
355,"
Автору отзыва кроме интернета у нас в стране есть ещё другие средства массовой информации в которых об этом ничего не говорят,а интернет весь перечитать невозможно заходить на сайт красного креста мало кому прийдет в голову когда он собирается отдыхать и в интернет пишут люди которых это коснулось я сейчас пишу не потому что больше нечем занятся а для того чтоб люди знали может кто-то передумает ехать.Пока лежали в больнице наобщались с другими мамами никто не знал об инфекции,вы хотите сказать что все неграмотные люди были из разных концов России и как вариант инфекция поедет по всей России.
      
      
",27 августа 2014
356,"
Ольге Цитата: ""После первой капельницы становится заметно легче.В общем лечение обошлось около 7 тыс.,но дело даже не в деньгах хотя они не лишние.Ехали оздоровиться, получить удавольствие,а вышло всё наоборот.Отпуск испорчен.Знали бы не поехали.""Простите, вы на этом ресурсе в первый раз? А на других бывали? Вы, перед тем, как ехать в Абхазию, отзывы читали? Или вы чёрную повязку на глаза надели и поехали, куда кривая выведет? Но и такой опыт - тоже опыт. В ваших силах рассказать всем своим друзьям, родственникам, знакомым, о своих ""впечатлениях"". Начните уже уважать себя.
      
      
",27 августа 2014
357,"
Лечение инфекции Вопрос к тем кто был в Абхазии с детьми. А чем в больницах лечат они ротовирус? Какие лекарства дают?
      
      
",27 августа 2014
358,"
Андрею Владимировичу Онищенко или кто другой это не важно,а насчет нашего побережья в это же самое время знакомая с ребенком отдыхали в Лоо с теми же симтомами.А вы так хорошо осведомлены потому что работник Роспотребнадзора или у вас личный интерес на побережье
      
      
",27 августа 2014
359,"
Ольге Начнём с того, что Гена Онищенко уже год, как ""не в курсе"", все вопросы к Анне Юрьевне Поповой, теперь она главный государственный санитарный врач России. Ну и это... про всё побережье-то не надо сказки рассказывать, в Краснодарском крае, в Крыму, никакой заразы в помине нет, а уж тем более эпидемии. А уж качество медицинских услуг сопоставлять с Абхазией вообще как-то неприлично. В Абхазии априори медицины нет, вся работа Минздрава Абхазии заключается исключительно в отправке абхазских больных на лечение в Россию, в рамках договорённостей.
      
      
",27 августа 2014
360,"
Ирине Ирина, Вас в Абхазии ждёт примерно то же самое+отравление. Удачи.
      
      
",27 августа 2014
361,"
Господи, девушка, что ж вы себя так не любите-то... мало того, что живете в таких условиях, так и отдыхать в далеко не самой лучшей среде собираетесь. Нет бы хоть отпуск провести в человеческих условиях. Тем более, что за те же деньги в другом месте природа будет не хуже, а все остальное лучше.
      
      
",27 августа 2014
362,"
А на велосипедах кто-нить туда ездил? А то мы хотели до Адлера поездом, а дальше на велосипедах.Разрешат на велосипедах проехать до Рицы? Сколько денег за это сдерут?Разрешат на велосипедах проехать на гору Мамзышху?
      
      
",25 августа 2014
363,"
Алине и Александру И еще в первых от границы селах по большей части одни армяне. Вот они на деньгу жадные и хамят часто. Выбирайте жилье без посредников и у хозяев абхазов. Они очень милые люди, щедрые и уж точно не хамят! А так ведут себя, как тут описывается, армяне!!!! Чем дальше от границы, тем армян меньше :)
      
      
",24 августа 2014
364,"
Николаю Ясно!
      
      
",24 августа 2014
365,"
шурику из питера Не слушайте, страховку, постановку на учёт давно отменили, это лохотрон для лохов.Курортный сбор только если вы отдыхаете по путёвкам, за наличку никто с вас денег не возьмёт.И то курортный сбор берут только в санаториях или в пансионатах. На обратной дороге с вас этих документов никто просить не будет.
      
      
",24 августа 2014
